country,source,sector,gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
MDV,UNFCCC_NAI,Industrial Processes,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Industrial Processes,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Industrial Processes,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Industrial Processes,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Land-Use Change and Forestry,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Land-Use Change and Forestry,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Land-Use Change and Forestry,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Other,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Solvent and Other Product Use,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Solvent and Other Product Use,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Solvent and Other Product Use,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Solvent and Other Product Use,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Solvent and Other Product Use,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate GHGs,,,,,0.152977,,,,,,,,,,,,,,,,,1.282097,1.351704,1.447683,1.508208,1.5359,,,
MDV,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CH4,,,,,0.023982,,,,,,,,,,,,,,,,,0.031794,0.032382,0.033411,0.03885,0.042273,,,
MDV,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CO2,,,,,0.128995,,,,,,,,,,,,,,,,,1.236973,1.305992,1.400012,1.453548,1.476887,,,
MDV,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,N2O,,,,,,,,,,,,,,,,,,,,,,0.01333,0.01333,0.01426,0.01581,0.01674,,,
MDV,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate GHGs,,,,,0.152977,,,,,,,,,,,,,,,,,1.282097,1.351704,1.447683,1.508208,1.5359,,,
MDV,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CH4,,,,,0.023982,,,,,,,,,,,,,,,,,0.031794,0.032382,0.033411,0.03885,0.042273,,,
MDV,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CO2,,,,,0.128995,,,,,,,,,,,,,,,,,1.236973,1.305992,1.400012,1.453548,1.476887,,,
MDV,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,N2O,,,,,,,,,,,,,,,,,,,,,,0.01333,0.01333,0.01426,0.01581,0.01674,,,
MDV,UNFCCC_NAI,Waste,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,UNFCCC_NAI,Waste,Aggregate GHGs,,,,,0.023982,,,,,,,,,,,,,,,,,0.047907,0.048549,0.050116,0.058819,0.063881,,,
MDV,UNFCCC_NAI,Waste,CH4,,,,,0.023982,,,,,,,,,,,,,,,,,0.029946,0.030429,0.031374,0.03675,0.040089,,,
MDV,UNFCCC_NAI,Waste,CO2,,,,,,,,,,,,,,,,,,,,,,0.009901,0.01006,0.010372,0.012149,0.013252,,,
MDV,UNFCCC_NAI,Waste,N2O,,,,,,,,,,,,,,,,,,,,,,0.00806,0.00806,0.00837,0.00992,0.01054,,,
MEX,UNFCCC_NAI,Agriculture,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Agriculture,Aggregate GHGs,68.05598,68.30114,67.08279,66.6592,66.56431,64.99346,64.7782,66.09023,67.43673,66.11663,67.69867,67.02703,67.66044,68.06649,68.0212,67.06976,67.42928,68.92629,68.33269,69.1013,70.26038,70.00102,69.673,70.40909,,,,,
MEX,UNFCCC_NAI,Agriculture,CH4,39.64668,41.21396,40.13532,39.2912,39.19598,38.59131,38.23565,38.77579,38.96437,37.91559,39.16362,38.34469,40.03312,40.12499,39.9781,39.58539,39.86032,40.17225,40.49394,40.98615,41.34491,41.45771,40.46367,40.96397,,,,,
MEX,UNFCCC_NAI,Agriculture,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Agriculture,N2O,28.4093,27.08718,26.94747,27.368,27.36833,26.40215,26.54255,27.31444,28.47236,28.20104,28.53505,28.68234,27.62732,27.9415,28.0431,27.48437,27.56896,28.75404,27.83875,28.11515,28.91547,28.54331,29.20933,29.44512,,,,,
MEX,UNFCCC_NAI,Energy,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Energy,Aggregate GHGs,299.31627,310.51147,311.66653,312.86091,335.27756,325.60597,341.59644,359.40432,381.5682,367.5521,393.51602,384.70203,382.53499,392.62035,412.81968,426.03128,436.85501,463.1998,492.81585,474.27564,479.59627,493.86669,491.51298,467.78178,,,,,
MEX,UNFCCC_NAI,Energy,CH4,18.51093,18.82516,18.6092,19.316,19.44529,20.31667,24.87886,28.03392,29.3215,26.38632,27.04758,25.49731,24.62456,25.99161,24.77875,25.3216,26.71257,30.56401,41.30756,38.7251,33.92432,32.26304,28.10531,32.59083,,,,,
MEX,UNFCCC_NAI,Energy,CO2,279.76425,290.60075,291.95634,292.42895,314.69089,304.14977,315.53717,330.14451,350.97109,339.92333,365.19737,357.95047,356.67546,365.35989,386.71703,399.32827,408.74124,431.1489,449.9945,434.13691,444.22682,460.18052,462.01439,432.18902,,,,,
MEX,UNFCCC_NAI,Energy,N2O,1.04109,1.08556,1.10099,1.11596,1.14138,1.13953,1.18041,1.22589,1.27561,1.24245,1.27107,1.25425,1.23497,1.26885,1.3239,1.38141,1.4012,1.48689,1.51379,1.41363,1.44513,1.42313,1.39328,3.00193,,,,,
MEX,UNFCCC_NAI,Industrial Processes,Aggregate F-gases,1.1986,1.22209,0.91088,1.46825,1.22132,1.83519,3.5614,4.30973,4.54147,5.60558,5.33221,5.30048,6.18171,6.19299,6.51071,8.48013,9.50412,11.92753,12.68902,12.40027,15.72566,15.60061,14.09011,8.67652,,,,,
MEX,UNFCCC_NAI,Industrial Processes,Aggregate GHGs,29.36496,30.10527,30.49208,31.2591,33.1805,32.2874,37.20694,40.09762,40.52609,43.97529,47.61216,48.04141,45.27282,44.09648,52.50699,47.70514,54.71112,54.43448,56.53607,53.26277,60.94477,57.15073,56.43573,43.32183,,,,,
MEX,UNFCCC_NAI,Industrial Processes,CH4,0.08152,0.07275,0.07544,0.06513,0.06993,0.0755,0.07693,0.07533,0.07539,0.07218,0.0733,0.06291,0.0612,0.06337,0.06732,0.06505,0.06665,0.06563,0.06509,0.06444,0.06441,0.07665,0.06931,0.05005,,,,,
MEX,UNFCCC_NAI,Industrial Processes,CO2,27.53614,28.15552,29.16575,29.30164,31.42499,29.50084,32.46786,34.8618,35.13547,37.65453,41.92779,42.44542,38.90942,37.72817,45.81788,39.04304,45.00759,42.30915,43.64235,40.64986,44.99994,41.31396,42.10851,34.42097,,,,,
MEX,UNFCCC_NAI,Industrial Processes,N2O,0.5487,0.65491,0.34001,0.42408,0.46426,0.87587,1.10075,0.85076,0.77376,0.643,0.27886,0.2326,0.12049,0.11195,0.11108,0.11692,0.13276,0.13217,0.13961,0.1482,0.15476,0.15951,0.1678,0.17429,,,,,
MEX,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate GHGs,52.3993,52.3993,52.39931,52.3993,52.3993,52.39931,51.4521,46.75007,66.10203,50.13217,50.21574,46.44013,46.2233,49.4131,42.42581,47.87564,47.2454,27.1945,29.55324,31.78322,26.09486,54.31058,31.73439,32.32247,,,,,
MEX,UNFCCC_NAI,Land-Use Change and Forestry,CH4,0.72914,0.72914,0.72914,0.72914,0.72914,0.72914,0.6099,0.2525,1.70576,0.51585,0.5134,0.24789,0.44152,0.73452,0.1611,0.55816,0.55376,0.33648,0.50624,0.695,0.25392,2.23065,0.56701,0.47513,,,,,
MEX,UNFCCC_NAI,Land-Use Change and Forestry,CO2,51.3433,51.3433,51.34331,51.3433,51.3433,51.34331,50.5362,46.37212,63.59674,49.36313,49.44716,46.07857,45.57114,48.36654,42.18845,47.05013,46.45023,26.70127,28.80893,30.77261,25.72585,50.9206,30.8503,31.46159,,,,,
MEX,UNFCCC_NAI,Land-Use Change and Forestry,N2O,0.32686,0.32686,0.32686,0.32686,0.32686,0.32686,0.306,0.12545,0.79953,0.25319,0.25518,0.11367,0.21064,0.31204,0.07626,0.26735,0.24141,0.15675,0.23807,0.31561,0.11509,1.15933,0.31708,0.38575,,,,,
MEX,UNFCCC_NAI,Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Other,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Solvent and Other Product Use,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Solvent and Other Product Use,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Solvent and Other Product Use,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Solvent and Other Product Use,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Solvent and Other Product Use,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate F-gases,1.1986,1.22209,0.91088,1.46825,1.22132,1.83519,3.5614,4.30973,4.54147,5.60558,5.33221,5.30048,6.18171,6.19299,6.51071,8.48013,9.50412,11.92753,12.68902,12.40027,15.72566,15.60061,14.09011,8.67652,,,,,
MEX,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate GHGs,404.17937,416.94834,417.84581,424.32664,449.25555,437.65532,458.82348,480.81627,504.74235,493.56482,525.63824,517.09789,513.51459,523.48021,552.85552,561.5401,581.68921,610.55723,643.22327,623.1019,638.60589,650.40717,647.10066,605.88732,,,,,
MEX,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CH4,64.21108,66.61676,65.84665,70.59327,71.18843,71.96835,76.62443,80.24255,81.66231,78.33083,81.05894,79.13538,80.60279,82.64847,82.07956,83.36919,86.93702,92.3556,104.72595,103.5074,100.2765,100.2447,95.15011,94.14843,,,,,
MEX,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CO2,307.41922,318.87787,321.24652,321.85804,346.24667,333.78406,348.14071,365.14508,386.24984,377.7221,407.27127,400.54789,395.76856,403.33135,432.78007,438.67396,454.05533,473.76552,494.15995,475.35259,489.86536,502.14736,504.78235,468.2401,,,,,
MEX,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,N2O,31.35047,30.23162,29.84176,30.40708,30.59913,30.06772,30.49694,31.11891,32.28873,31.90631,31.97582,32.11414,30.96153,31.3074,31.48518,31.01682,31.19274,32.50858,31.64835,31.84164,32.73837,32.4145,33.07809,34.82227,,,,,
MEX,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate F-gases,1.1986,1.22209,0.91088,1.46825,1.22132,1.83519,3.5614,4.30973,4.54147,5.60558,5.33221,5.30048,6.18171,6.19299,6.51071,8.48013,9.50412,11.92753,12.68902,12.40027,15.72566,15.60061,14.09011,8.67652,,,,,
MEX,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate GHGs,456.57867,469.34764,470.24512,476.72594,501.65485,490.05463,510.27558,527.56634,570.84438,543.69699,575.85398,563.53802,559.73789,572.89331,595.28133,609.41574,628.93461,637.75173,672.77651,654.88512,664.70075,704.71775,678.83505,638.20979,,,,,
MEX,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CH4,64.94022,67.3459,66.57579,71.32241,71.91757,72.69749,77.23433,80.49505,83.36807,78.84668,81.57234,79.38327,81.04431,83.38299,82.24066,83.92735,87.49078,92.69208,105.23219,104.2024,100.53042,102.47535,95.71712,94.62356,,,,,
MEX,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CO2,358.76252,370.22117,372.58983,373.20134,397.58997,385.12737,398.67691,411.5172,449.84658,427.08523,456.71843,446.62646,441.3397,451.69789,474.96852,485.72409,500.50556,500.46679,522.96888,506.1252,515.59121,553.06796,535.63265,499.70169,,,,,
MEX,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,N2O,31.67733,30.55848,30.16862,30.73394,30.92599,30.39458,30.80294,31.24436,33.08826,32.1595,32.231,32.22781,31.17217,31.61944,31.56144,31.28417,31.43415,32.66533,31.88642,32.15725,32.85346,33.57383,33.39517,35.20802,,,,,
MEX,UNFCCC_NAI,Waste,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,UNFCCC_NAI,Waste,Aggregate GHGs,7.44216,8.03046,8.60441,13.54743,14.23318,14.76849,15.2419,15.2241,15.21133,15.9208,16.81139,17.32742,18.04634,18.69689,19.50765,20.73392,22.6938,23.99666,25.53866,26.46219,27.80447,29.38873,29.47895,24.37462,,,,,
MEX,UNFCCC_NAI,Waste,CH4,5.97195,6.50489,7.02669,11.92094,12.47723,12.98487,13.43299,13.35751,13.30105,13.95674,14.77444,15.23047,15.88391,16.4685,17.25539,18.39715,20.29748,21.55371,22.85936,23.73171,24.94286,26.4473,26.51182,20.54358,,,,,
MEX,UNFCCC_NAI,Waste,CO2,0.11883,0.1216,0.12443,0.12745,0.13079,0.13345,0.13568,0.13877,0.14328,0.14424,0.14611,0.152,0.18368,0.24329,0.24516,0.30265,0.3065,0.30747,0.5231,0.56582,0.6386,0.65288,0.65945,1.63011,,,,,
MEX,UNFCCC_NAI,Waste,N2O,1.35138,1.40397,1.45329,1.49904,1.62516,1.65017,1.67323,1.72782,1.767,1.81982,1.89084,1.94495,1.97875,1.9851,2.0071,2.03412,2.08982,2.13548,2.1562,2.16466,2.22301,2.28855,2.30768,2.20093,,,,,
MHL,UNFCCC_NAI,Agriculture,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Agriculture,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Agriculture,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Agriculture,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Agriculture,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Energy,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Energy,Aggregate GHGs,,,,,,,,,,,0.0849698,,,,,0.10252481,,,,,0.1335111,,,,,,,,
MHL,UNFCCC_NAI,Energy,CH4,,,,,,,,,,,0.00322875,,,,,0.00388332,,,,,0.00693021,,,,,,,,
MHL,UNFCCC_NAI,Energy,CO2,,,,,,,,,,,0.08092265,,,,,0.09765569,,,,,0.12493789,,,,,,,,
MHL,UNFCCC_NAI,Energy,N2O,,,,,,,,,,,0.0008184,,,,,0.0009858,,,,,0.001643,,,,,,,,
MHL,UNFCCC_NAI,Industrial Processes,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Industrial Processes,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Industrial Processes,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Industrial Processes,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Industrial Processes,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Land-Use Change and Forestry,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Land-Use Change and Forestry,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Land-Use Change and Forestry,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Other,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Solvent and Other Product Use,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Solvent and Other Product Use,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Solvent and Other Product Use,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Solvent and Other Product Use,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Solvent and Other Product Use,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate GHGs,,,,,,,,,,,0.12252927,,,,,0.13509077,,,,,0.16982046,,,,,,,,
MHL,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CH4,,,,,,,,,,,0.03958542,,,,,0.03540768,,,,,0.04207707,,,,,,,,
MHL,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CO2,,,,,,,,,,,0.08092265,,,,,0.09765569,,,,,0.12493789,,,,,,,,
MHL,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,N2O,,,,,,,,,,,0.0020212,,,,,0.0020274,,,,,0.0028055,,,,,,,,
MHL,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate GHGs,,,,,,,,,,,0.12252927,,,,,0.13509077,,,,,0.16982046,,,,,,,,
MHL,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CH4,,,,,,,,,,,0.03958542,,,,,0.03540768,,,,,0.04207707,,,,,,,,
MHL,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CO2,,,,,,,,,,,0.08092265,,,,,0.09765569,,,,,0.12493789,,,,,,,,
MHL,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,N2O,,,,,,,,,,,0.0020212,,,,,0.0020274,,,,,0.0028055,,,,,,,,
MHL,UNFCCC_NAI,Waste,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Waste,Aggregate GHGs,,,,,,,,,,,0.03755947,,,,,0.03256596,,,,,0.03630936,,,,,,,,
MHL,UNFCCC_NAI,Waste,CH4,,,,,,,,,,,0.03635667,,,,,0.03152436,,,,,0.03514686,,,,,,,,
MHL,UNFCCC_NAI,Waste,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,UNFCCC_NAI,Waste,N2O,,,,,,,,,,,0.0012028,,,,,0.0010416,,,,,0.0011625,,,,,,,,
MKD,UNFCCC_NAI,Agriculture,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Agriculture,Aggregate GHGs,1.908269592,1.866080346,1.881620764,1.858075109,1.888537186,1.825040754,1.682114498,1.571021129,1.462957996,1.377555682,1.379516534,1.313287706,1.073386113,1.73136,1.78757,1.58284,1.67624,1.49927,1.40443,1.32339,,,,,,,,,
MKD,UNFCCC_NAI,Agriculture,CH4,0.75752923,0.745804928,0.759623731,0.762304289,0.759662019,0.746603409,0.718368504,0.693252885,0.623589718,0.628674642,0.61503892,0.611876713,0.597199094,0.60606,0.61887,0.58464,0.60984,0.55377,0.55503,0.51429,,,,,,,,,
MKD,UNFCCC_NAI,Agriculture,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Agriculture,N2O,1.150740362,1.120275419,1.121997033,1.09577082,1.128875168,1.078437345,0.963745994,0.877768244,0.839368278,0.74888104,0.764477614,0.701410992,0.476187019,1.1253,1.1687,0.9982,1.0664,0.9455,0.8494,0.8091,,,,,,,,,
MKD,UNFCCC_NAI,Energy,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Energy,Aggregate GHGs,9.744187498,8.996836409,8.305706015,8.856643465,8.641795938,8.734885844,8.389236517,9.039403018,9.781858766,9.536472132,9.070915372,9.221617406,9.622412504,9.0586,8.7343,9.45932,8.54386,9.03415,9.14641,8.76354,,,,,,,,,
MKD,UNFCCC_NAI,Energy,CH4,0.227778531,0.215088069,0.213850114,0.219343937,0.220734051,0.222182204,0.212375422,0.203411747,0.228359199,0.205224024,0.237437517,0.245461407,0.235068485,0.28245,0.27636,0.26124,0.26607,0.25851,0.30114,0.29463,,,,,,,,,
MKD,UNFCCC_NAI,Energy,CO2,9.469007714,8.737395464,8.0490261,8.592552123,8.377755702,8.469744243,8.136003408,8.796540539,9.50959212,9.288604274,8.790999689,8.934372693,9.348403483,8.72655,8.40834,9.14848,8.22819,8.72914,8.79257,8.41621,,,,,,,,,
MKD,UNFCCC_NAI,Energy,N2O,0.047401253,0.044352876,0.042829801,0.044747405,0.043306185,0.042959398,0.040857687,0.039450731,0.043907447,0.042643835,0.042478167,0.041783307,0.038940535,0.0496,0.0496,0.0496,0.0496,0.0465,0.0527,0.0527,,,,,,,,,
MKD,UNFCCC_NAI,Industrial Processes,Aggregate F-gases,,,,,,,,,,0.01673,0.01673,0.01673,0.01673,0.00225,0.33053,0.37219,0.10109,0.22685,0.27435,,,,,,,,,,
MKD,UNFCCC_NAI,Industrial Processes,Aggregate GHGs,0.81858679,0.838999345,0.886886352,0.766650566,0.766818946,0.738349914,0.755566432,0.835910364,0.828911257,0.692738205,0.797387221,0.749863575,0.695753582,0.57932,0.97169,1.06745,0.78467,0.92955,0.98131,0.44727,,,,,,,,,
MKD,UNFCCC_NAI,Industrial Processes,CH4,,0.00018648,,0.000117684,0.000109452,0.000166908,0.000046284,0.000051786,0.000051744,,0.000007014,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Industrial Processes,CO2,0.81858679,0.838812865,0.886886352,0.766532882,0.664130494,0.738183006,0.755520148,0.835858578,0.828859513,0.676008205,0.780650207,0.733133575,0.679023582,0.57707,0.64116,0.69526,0.68358,0.7027,0.70696,0.44727,,,,,,,,,
MKD,UNFCCC_NAI,Industrial Processes,N2O,,,,,0.102579,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate GHGs,-1.346085671,-1.648863255,-1.41825719,-1.226006656,-1.624457624,-1.862452136,-1.807648358,-2.139909409,-2.309730089,-2.168891579,-1.038678381,-2.353716277,-2.617961849,-0.977379997,-0.98875,-1.09554,-0.93005,-0.22803,-0.77411,-1.15107,,,,,,,,,
MKD,UNFCCC_NAI,Land-Use Change and Forestry,CH4,0.014761051,0.00125245,0.022067262,0.039487589,0.01422157,0.000295226,0.002679256,0.009243468,0.004639867,0.005181713,0.098048112,0.016717935,0.001812858,0.00546,0.00462,0.00651,0.00651,0.05775,0.01764,0.00588,,,,,,,,,
MKD,UNFCCC_NAI,Land-Use Change and Forestry,CO2,-1.362344793,-1.650242814,-1.442564017,-1.269501765,-1.640122513,-1.862777323,-1.810599527,-2.15009098,-2.314840847,-2.174599175,-1.236233654,-2.387400924,-2.621614541,-0.985939997,-0.99647,-1.10515,-0.93966,-0.29818,-0.79795,-1.16005,,,,,,,,,
MKD,UNFCCC_NAI,Land-Use Change and Forestry,N2O,0.001498071,0.000127109,0.002239564,0.00400752,0.00144332,0.00003,0.000271913,0.000938102,0.000470891,0.000525882,0.099507161,0.016966713,0.001839835,0.0031,0.0031,0.0031,0.0031,0.0124,0.0062,0.0031,,,,,,,,,
MKD,UNFCCC_NAI,Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Other,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Solvent and Other Product Use,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Solvent and Other Product Use,Aggregate GHGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,UNFCCC_NAI,Solvent and Other Product Use,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
