Country name,Country,Sector,Source,Gas,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Canada,CAN,Oil,GCP,CO2,115.7421,118.6623,126.2871,134.2709,143.7204,151.7482,155.8263,171.4899,179.2047,181.5292,211.3725,220.3273,233.3176,238.1747,248.9225,241.9875,233.7339,233.7009,233.8234,244.2935,241.2944,227.9081,208.641,193.8109,192.5066,186.6588,186.428,201.8644,210.8815,206.6423,213.2837,201.32,204.428,207.57,212.7734,215.508,222.2214,230.1185,233.263,236.2388,238.4549,242.4325,243.3427,259.1208,268.1643,262.1176,260.4112,267.6469,258.8028,254.6586,260.9624,263.1561,266.6344,266.7108,259.7633,260.9904,258.9171,262.3203,271.1731,265.863
Canada,CAN,Coal,GCP,CO2,49.6362,45.5948,47.0311,46.5988,51.9189,54.1759,52.5821,57.316,60.5776,59.1186,58.8145,55.876,62.1555,52.0141,48.5072,61.2846,59.1003,65.0323,69.5091,76.028,81.1716,83.6894,88.4445,93.5236,102.9144,99.7634,92.4867,99.0306,106.4062,106.8972,99.1522,104.1702,106.9274,98.9179,102.5406,104.3524,106.2824,113.1739,119.3521,119.6967,129.3484,126.8253,124.2074,123.3222,115.6713,116.7652,114.0905,118.7931,112.6321,93.3789,96.2356,87.255,81.7787,79.2339,76.3847,77.7437,72.8614,72.7083,60.1577,51.656
Canada,CAN,Gas flaring,GCP,CO2,3.206,3.9938,4.6093,4.5324,4.2319,4.2099,4.2429,4.1843,4.2943,4.4737,4.8035,4.547,4.3565,4.2209,3.5357,2.6674,2.4329,2.3266,2.5318,2.9495,3.1327,2.9715,2.8616,3.0668,4.3052,5.0087,4.7412,4.7082,5.1919,4.6606,11.7102,11.8515,12.9141,13.0181,14.1785,14.4551,15.6009,15.7088,17.3293,15.7765,15.7595,15.2266,15.7558,15.3002,15.8108,15.5301,15.8979,15.8702,15.1257,14.2131,14.5138,14.7809,15.6153,16.6488,16.7398,16.1585,14.3172,15.3151,15.6498,15.6498
Canada,CAN,Gas,GCP,CO2,21.537,22.966,25.9778,22.3651,34.1595,38.036,42.4218,45.0635,55.5249,58.2979,62.6251,67.4689,76.4853,81.8684,83.5164,85.9143,98.928,101.9545,104.5513,112.5727,112.0405,110.0263,110.3257,114.031,121.2308,125.2245,115.7824,119.1203,127.2031,138.4223,129.1219,127.1908,135.0695,140.147,144.0151,150.9499,157.3106,155.7692,153.5998,167.5572,178.0898,170.685,177.4893,179.3164,175.4883,171.4645,169.8935,181.3512,179.3589,172.6909,175.5911,193.1097,196.6589,205.3393,214.6527,212.4799,209.5146,213.5215,230.2424,234.2
Canada,CAN,Cement,GCP,CO2,2.5949,2.7839,3.0855,3.1437,3.5471,3.7469,4.0013,3.5834,3.6598,3.6997,3.5616,4.0659,4.4718,4.9865,5.1233,4.919,4.7509,4.7571,5.0897,5.8031,5.1781,5.0029,4.1536,3.8773,4.2424,5.0201,5.2218,6.1981,5.9253,6.1953,5.7562,4.7233,4.7563,4.8441,5.7119,6.4643,6.1238,6.5912,6.7604,7.0476,7.1714,6.9518,7.1452,7.2129,7.5151,7.5991,7.7422,7.7453,6.9839,5.391,6.0393,6.0575,6.5622,5.9819,5.9455,6.2632,6.1918,6.7514,7.1711,7.1711
Cape Verde,CPV,Total fossil fuels and cement,GCP,CO2,0.021954,0.021954,0.01829,0.014626,0.029253,0.025589,0.021984,0.01832,0.029282,0.036581,0.036581,0.03661,0.051266,0.062229,0.065952,0.076944,0.07328,0.080608,0.20854,0.24915,0.12091,0.032976,0.03664,0.03664,0.084272,0.084272,0.058624,0.080608,0.07328,0.080608,0.095264,0.098928,0.10626,0.10992,0.11358,0.12091,0.1429,0.14656,0.15755,0.1832,0.21618,0.2345,0.2748,0.30778,0.32976,0.43968,0.47266,0.50563,0.46899,0.52029,0.55693,0.61555,0.50197,0.49464,0.48731,0.49098,0.53861,0.57891,0.60951,0.63389
Cape Verde,CPV,Oil,GCP,CO2,0.01832,0.01832,0.014656,0.010992,0.021984,0.01832,0.021984,0.01832,0.025648,0.029312,0.029312,0.032976,0.047632,0.05496,0.065952,0.076944,0.07328,0.080608,0.20152,0.24915,0.12091,0.032976,0.03664,0.03664,0.084272,0.084272,0.058624,0.080608,0.07328,0.080608,0.095264,0.098928,0.10626,0.10992,0.11358,0.12091,0.1429,0.14656,0.15755,0.1832,0.21618,0.2345,0.2748,0.30778,0.32976,0.43968,0.47266,0.50563,0.46899,0.52029,0.55693,0.61555,0.50197,0.49464,0.48731,0.49098,0.53861,0.57891,0.60951,0.63389
Cape Verde,CPV,Coal,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,CPV,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,CPV,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,CPV,Cement,GCP,CO2,0.0036343,0.0036343,0.0036343,0.0036343,0.0072686,0.0072686,,,0.0036343,0.0072686,0.0072686,0.0036343,0.0036343,0.0072686,,,,,0.0070222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Total fossil fuels and cement,GCP,CO2,0.087936,0.087936,0.07328,0.07328,0.07328,0.087936,0.084272,0.0916,0.1832,0.18686,0.20885,0.1832,0.16854,0.16122,0.11358,0.10259,0.12824,0.12824,0.14656,0.10259,0.10626,0.13557,0.1429,0.14656,0.15022,0.16122,0.16122,0.26014,0.23083,0.24915,0.19786,0.20518,0.21618,0.2235,0.2345,0.2345,0.2345,0.24549,0.24915,0.26381,0.26747,0.24549,0.24549,0.2345,0.2345,0.2345,0.24915,0.25282,0.25282,0.25282,0.26381,0.27846,0.29312,0.28579,0.28946,0.29312,0.29678,0.29678,0.30048,0.30765
Central African Republic,CAF,Oil,GCP,CO2,0.087936,0.087936,0.07328,0.07328,0.07328,0.087936,0.084272,0.0916,0.1832,0.18686,0.20885,0.1832,0.16854,0.16122,0.11358,0.10259,0.12824,0.12824,0.14656,0.10259,0.10626,0.13557,0.1429,0.14656,0.15022,0.16122,0.16122,0.26014,0.23083,0.24915,0.19786,0.20518,0.21618,0.2235,0.2345,0.2345,0.2345,0.24549,0.24915,0.26381,0.26747,0.24549,0.24549,0.2345,0.2345,0.2345,0.24915,0.25282,0.25282,0.25282,0.26381,0.27846,0.29312,0.28579,0.28946,0.29312,0.29678,0.29678,0.30048,0.30765
Central African Republic,CAF,Coal,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Total fossil fuels and cement,GCP,CO2,0.05496,0.051296,0.084272,0.0916,0.098928,0.10626,0.084272,0.11725,0.12458,0.16122,0.12458,0.15022,0.12091,0.16122,0.15022,0.1832,0.1832,0.19786,0.19419,0.20152,0.20885,0.20885,0.20518,0.20518,0.21618,0.17954,0.18686,0.19786,0.065952,0.10259,0.37739,0.38472,0.4067,0.40304,0.4067,0.42136,0.43602,0.45067,0.46166,0.47632,0.48731,0.50197,0.5093,0.74379,0.74746,0.76578,0.79142,0.85371,0.92699,0.94165,0.99661,1.1175,0.61401,0.65493,0.98926,0.69614,0.99292,0.99659,1.008,1.0303
Chad,TCD,Oil,GCP,CO2,0.05496,0.051296,0.084272,0.0916,0.098928,0.10626,0.084272,0.11725,0.12458,0.16122,0.12458,0.15022,0.12091,0.16122,0.15022,0.1832,0.1832,0.19786,0.19419,0.20152,0.20885,0.20885,0.20518,0.20518,0.21618,0.17954,0.18686,0.19786,0.065952,0.10259,0.37739,0.38472,0.4067,0.40304,0.4067,0.42136,0.43602,0.45067,0.46166,0.47632,0.48731,0.50197,0.5093,0.74379,0.74746,0.76578,0.79142,0.85371,0.92699,0.94165,0.99661,1.1175,0.56059,0.58624,0.91234,0.61922,0.916,0.91966,0.93111,0.95334
Chad,TCD,Coal,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053414,0.068686,0.076925,0.076925,0.076925,0.076925,0.076925,0.076925
Chile,CHL,Total fossil fuels and cement,GCP,CO2,13.4765,14.4582,16.7074,17.337,17.5051,17.7473,18.7725,19.2383,21.2022,22.5315,24.6358,27.055,28.1373,27.586,25.8746,22.9437,24.0254,23.0122,22.8364,24.7224,25.0905,24.335,20.4672,20.6644,21.993,21.2795,22.0088,22.394,26.5798,31.9951,32.8822,31.1366,32.2023,34.2594,37.7401,41.09,47.6284,55.4502,56.8073,60.9073,58.1137,52.5765,54.4903,54.8842,59.0475,60.9471,63.9716,70.7069,70.8187,65.9199,71.3298,78.0838,79.7038,81.6916,77.4228,81.6332,84.1537,84.0621,85.8291,84.2666
Chile,CHL,Oil,GCP,CO2,6.925,7.2181,8.3338,9.094,9.8085,10.1823,11.4294,11.4845,12.8372,13.3333,14.4017,15.2846,16.2886,15.4218,14.8224,12.8769,13.7531,14.0844,14.5461,15.4218,15.4415,15.7539,14.1027,13.6008,13.6887,13.2476,14.1234,14.6157,16.3011,17.9206,18.5272,19.1128,20.8188,22.8194,24.2337,26.8375,29.2593,31.0524,31.21,32.1553,30.6274,28.4676,30.3233,29.5868,31.3235,33.826,35.735,47.2253,47.5514,44.9291,43.4609,45.6278,45.1645,45.9156,43.8198,44.3507,46.0638,45.4666,46.7857,47.4311
Chile,CHL,Coal,GCP,CO2,4.5104,4.4408,4.7716,4.602,4.4041,4.3602,4.3337,4.5535,4.6871,4.7302,4.7639,5.1523,4.3571,4.6716,4.4878,3.5682,3.6462,3.8509,3.9168,4.2466,5.1179,4.9325,3.2939,4.0414,5.2249,5.0572,5.299,5.2322,7.1888,9.8855,10.7074,8.6277,7.4562,7.6284,9.3615,10.3114,14.4153,18.6058,17.7704,18.5179,14.242,9.2632,9.3798,9.2443,10.2812,10.2519,12.5382,13.0072,16.7335,13.4315,16.5255,20.8482,23.4763,25.3963,24.3887,27.1674,27.0073,27.7401,26.7727,24.445
Chile,CHL,Gas flaring,GCP,CO2,1.5352,2.2607,2.9941,2.9605,2.5648,2.5062,2.22,2.4654,2.939,3.6164,2.0925,3.4629,4.2801,4.5873,3.6562,3.788,4.6063,3.0888,2.9678,3.0814,2.4655,1.2789,0.94165,0.75112,0.76211,0.62299,0.40677,0.35907,0.2748,0.30045,0.38476,0.23813,0.24182,0.19786,0.35541,0.31513,0.29314,0.30045,0.2345,0.2345,0.29678,0.2968,0.1832,0.1832,0.17954,0.13923,0.10626,0.37006,0.37739,0.080604,0.051299,0.058624,0.10626,0.12092,0.047634,0.16121,0.24915,0.029312,0.029312,0.029312
Chile,CHL,Gas,GCP,CO2,0.0916,0.10259,0.10261,0.10259,0.10259,0.11358,0.11356,0.12455,0.12826,0.1429,2.3673,2.4919,2.5541,2.2644,2.2567,2.2567,1.5977,1.5059,0.91234,1.418,1.4324,1.6417,1.6964,1.8027,1.81,1.847,1.6857,1.6525,2.2021,3.2536,2.6127,2.1981,2.6124,2.4476,2.6308,2.6163,2.6823,4.5287,6.4413,9.0318,11.919,13.5174,13.5055,14.7366,16.0483,15.5573,14.3336,8.7643,4.8255,6.3787,10.2267,10.4497,9.809,9.2923,8.2957,9.112,9.9514,9.9441,11.3594,11.4792
Chile,CHL,Cement,GCP,CO2,0.41431,0.43611,0.50528,0.57785,0.6251,0.58512,0.67584,0.61044,0.61067,0.70869,1.0105,0.66326,0.65744,0.64098,0.65152,0.45394,0.42203,0.48229,0.49334,0.55467,0.63323,0.72794,0.43242,0.46838,0.50734,0.50475,0.49392,0.53461,0.61306,0.63497,0.6501,0.9598,1.073,1.1662,1.1587,1.0096,0.9785,0.9629,1.1511,0.9679,1.0286,1.0314,1.0985,1.1333,1.2149,1.1726,1.2586,1.3401,1.3309,1.1,1.0653,1.0995,1.1477,0.9664,0.8709,0.8419,0.882,0.882,0.882,0.882
China,CHN,Total fossil fuels and cement,GCP,CO2,778.9795,550.9585,439.3421,435.5176,435.7037,474.6806,521.4589,432.2236,467.8056,575.9447,770.1672,874.0164,928.894,965.6466,985.0852,1142.1019,1190.9645,1304.4028,1455.2575,1487.1131,1458.8867,1442.7823,1570.4683,1655.8105,1802.3171,1951.7732,2052.242,2191.053,2347.7635,2386.885,2420.7894,2538.03,2653.1921,2835.7955,3010.2424,3265.057,3408.3466,3414.5493,3265.9026,3258.1351,3349.295,3426.1438,3782.4393,4452.3103,5125.8944,5771.1684,6377.748,6861.7507,7375.1899,7758.8118,8500.5427,9388.1992,9633.8993,9796.5269,9820.3602,9683.2007,9552.5165,9750.726,9956.5685,10174.6811
China,CHN,Oil,GCP,CO2,22.9916,22.3357,21.7642,23.2703,27.7294,34.9985,44.5466,42.4987,48.6506,66.8497,94.6448,120.0908,138.3275,158.8191,182.5735,204.1911,238.9851,257.4839,281.9924,278.4267,273.2025,256.3744,257.81,263.7714,271.4511,284.5939,303.0683,321.5233,343.1299,354.4412,330.2913,356.0272,385.793,428.5488,423.7118,468.2299,510.6224,557.9612,559.262,596.7513,648.6848,659.3009,653.086,727.0988,839.0926,850.1726,898.5337,927.3511,970.1173,982.3477,1092.5718,1123.8587,1176.7119,1234.6219,1263.0729,1327.5776,1335.3045,1390.8246,1446.071,1518.1787
China,CHN,Coal,GCP,CO2,748.3757,522.4754,411.9252,406.1285,401.5741,432.9932,469.7655,383.5988,412.7203,501.1766,665.866,736.4243,770.7218,783.7413,776.1012,906.6385,910.3895,998.6085,1117.4467,1147.5473,1122.6643,1125.0047,1248.8561,1321.843,1454.1976,1584.5115,1657.3914,1770.2689,1892.6978,1920.2394,1976.684,2049.9201,2114.715,2228.7452,2380.5858,2569.7537,2660.4011,2609.5558,2444.771,2378.4902,2396.4256,2428.8572,2778.7703,3319.2799,3835.2883,4424.3899,4905.3742,5289.9037,5729.4737,6028.5001,6568.7936,7309.7863,7464.8064,7493.4544,7425.0695,7266.9788,7071.4064,7137.2641,7187.081,7235.9532
China,CHN,Gas flaring,GCP,CO2,,,,,,,,,,,,0.79142,1.0223,1.2641,1.6341,1.9053,1.9053,2.1801,2.737,3.0631,3.0118,2.6894,2.5245,2.6711,3.2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Gas,GCP,CO2,1.9932,2.8176,2.323,1.9566,2.0299,2.1105,2.5684,2.7993,2.6857,3.7593,5.5033,7.1741,9.2809,11.4683,14.4398,16.9716,19.368,23.2371,26.2855,27.7767,27.3188,24.3876,22.9,23.4386,24.2264,24.8199,26.3515,26.6006,27.3115,28.8211,29.301,30.7776,30.239,35.7277,41.568,42.4364,44.47,44.1585,50.5009,54.5716,59.7964,67.1575,53.9927,60.7455,71.5213,84.9572,103.7535,129.5151,149.6744,164.4037,199.5854,245.99,277.5993,320.1275,353.5908,366.6493,402.7615,464.4521,546.6604,593.6732
China,CHN,Cement,GCP,CO2,5.619,3.3298,3.3298,4.1622,4.3704,4.5784,4.5784,3.3267,3.7491,4.1592,4.153,9.5358,9.5414,10.3538,10.3366,12.3954,20.3166,22.8931,26.7958,30.2993,32.6894,34.3261,38.3777,44.0865,49.2287,57.848,65.4308,72.6601,84.6243,83.3833,84.5131,101.3051,122.4451,142.7738,164.3768,184.6369,192.8532,202.8738,211.3687,228.322,244.3882,270.8282,296.5903,345.1861,379.9922,411.6488,470.0866,514.9808,525.9245,583.5603,639.5919,708.5643,714.7817,748.3231,778.6271,721.995,743.0441,758.1852,776.7561,826.876
Colombia,COL,Total fossil fuels and cement,GCP,CO2,16.3905,18.1963,19.4195,21.2328,21.6829,22.8587,23.4742,24.6868,26.5728,28.0163,28.3701,30.2814,31.4252,33.6308,36.3944,35.809,37.9797,39.241,41.5342,44.2669,44.1742,44.2603,45.6793,49.2096,48.7015,48.0795,48.7543,50.124,52.0174,52.7928,56.8977,56.6541,61.4947,63.3378,66.7906,58.7754,59.7709,64.4965,65.1577,54.7612,56.2588,55.9389,55.4304,57.0939,54.5693,60.0596,62.0045,60.1788,66.6501,72.5567,76.2784,76.0798,79.7272,89.9888,90.9523,86.0711,100.8005,91.6698,92.2282,102.2024
Colombia,COL,Oil,GCP,CO2,7.9326,9.1966,9.5081,10.4662,10.9572,11.1991,12.2964,12.3257,14.284,14.5424,17.3637,18.1097,18.5853,19.5694,21.707,20.5147,21.817,22.5027,22.5373,23.6164,23.9059,23.0117,23.532,25.2303,24.6404,24.9866,26.1334,26.9487,28.2788,29.4016,31.113,31.9977,35.6507,36.0375,39.5602,31.7925,32.5766,34.797,35.3576,30.3929,29.3285,28.5426,28.724,29.6454,29.5265,30.9388,33.9726,33.02,33.4413,35.735,35.6984,35.341,38.9135,47.9857,47.599,36.9111,53.1243,47.4891,47.9515,48.6967
Colombia,COL,Coal,GCP,CO2,6.6795,7.1924,7.7054,8.2133,7.7041,7.1913,6.4193,7.9582,7.9571,8.5151,5.8074,6.5007,6.6897,7.7677,8.3091,8.7789,9.2177,9.4137,9.8965,11.2567,10.3004,10.6614,10.9875,12.1388,11.9959,12.2075,12.039,12.4649,12.5492,12.966,13.8838,12.4136,13.6667,14.2062,13.6118,14.1357,12.5126,12.2891,11.6882,9.684,10.2269,10.3215,9.2669,10.4058,7.2809,10.2336,9.3505,8.0535,10.7685,11.8017,13.4725,13.7846,11.5411,13.1213,14.612,19.1444,19.4558,15.3961,13.9584,22.7581
Colombia,COL,Gas flaring,GCP,CO2,0.3664,0.30778,0.27114,0.34069,0.6704,1.7511,1.7111,1.2531,0.98548,1.352,1.1029,1.2606,1.1247,1.0442,1.1284,1.4363,1.5241,1.561,1.5755,1.4291,1.037,1.1467,1.1284,1.2164,1.1542,1.1064,1.0002,0.8757,0.67051,0.45064,0.80613,0.82806,0.92333,1.1322,0.72181,0.65586,0.71814,1.1065,1.2751,0.60456,0.97469,0.69982,1.0883,0.98562,0.97103,0.75478,0.53128,0.53128,0.48365,0.99294,1.0809,1.3154,1.3226,0.98566,0.79875,1.308,1.0039,0.99294,0.99294,0.99294
Colombia,COL,Gas,GCP,CO2,0.68883,0.71082,1.0736,1.3042,1.3811,1.7035,2.0225,2.1068,2.1761,2.4256,2.715,3.0122,3.5353,3.686,3.5684,3.598,3.7003,4.203,5.5693,5.9728,6.9072,7.3824,7.7231,8.4712,8.5188,7.3494,6.8951,7.1851,7.5332,7.0637,8.3728,8.6947,8.3649,8.6439,8.9768,8.2953,10.2336,12.4539,13.0219,11.2008,12.4877,13.26,13.2462,12.6811,13.3489,14.0075,14.0331,14.0331,17.5176,20.097,21.9877,21.0507,22.8989,23.1061,22.6655,23.1015,21.8924,22.4676,24.0013,24.4307
Colombia,COL,Cement,GCP,CO2,0.72322,0.78864,0.86133,0.90841,0.97019,1.0138,1.0249,1.043,1.1701,1.1811,1.381,1.3983,1.4901,1.5634,1.6815,1.481,1.7206,1.5605,1.9557,1.9918,2.0238,2.0582,2.3083,2.1529,2.3922,2.4295,2.6866,2.6495,2.9857,2.9109,2.722,2.72,2.889,3.318,3.92,3.896,3.73,3.85,3.815,2.879,3.241,3.115,3.105,3.376,3.442,4.125,4.117,4.541,4.439,3.93,4.039,4.588,5.051,4.79,5.277,5.606,5.324,5.324,5.324,5.324
Comoros,COM,Total fossil fuels and cement,GCP,CO2,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.01832,0.01832,0.01832,0.01832,0.029312,0.029312,0.029312,0.029312,0.029312,0.032976,0.040304,0.040304,0.029312,0.021984,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.043968,0.047632,0.051296,0.051296,0.062288,0.065952,0.065952,0.069616,0.069616,0.07328,0.076944,0.080608,0.087936,0.0916,0.10259,0.10259,0.10259,0.1319,0.1429,0.13923,0.16122,0.10259,0.10626,0.1319,0.16122,0.13557,0.1429,0.17587,0.15389,0.16854,0.20152,0.23816,0.24593,0.25311
Comoros,COM,Oil,GCP,CO2,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.01832,0.01832,0.01832,0.01832,0.029312,0.029312,0.029312,0.029312,0.029312,0.032976,0.040304,0.040304,0.029312,0.021984,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.043968,0.047632,0.051296,0.051296,0.062288,0.065952,0.065952,0.069616,0.069616,0.07328,0.076944,0.080608,0.087936,0.0916,0.10259,0.10259,0.10259,0.1319,0.1429,0.13923,0.16122,0.10259,0.10626,0.1319,0.16122,0.13557,0.1429,0.17587,0.15389,0.16854,0.20152,0.23816,0.24593,0.25311
Comoros,COM,Coal,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,COM,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,COM,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,COM,Cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,COG,Total fossil fuels and cement,GCP,CO2,0.2235,0.26747,0.23816,0.2345,0.26747,0.24549,0.30778,0.32243,0.45067,0.50197,0.57158,0.68517,0.66318,1.2201,1.6232,1.0992,1.2348,0.47998,0.32243,0.34808,0.40553,0.47072,1.3431,1.1425,1.1395,1.2752,1.0624,1.3201,1.4929,1.4956,1.0072,1.0828,1.2902,1.1619,1.7691,1.1859,1.34,1.9216,0.35541,0.36274,0.56585,0.76578,0.57525,0.916,0.94898,0.99726,1.1286,1.2123,1.3292,1.7242,1.9621,2.2412,2.9434,3.208,3.1034,3.451,3.7018,3.5259,3.5183,3.457
Congo,COG,Oil,GCP,CO2,0.2235,0.26747,0.23816,0.2345,0.26747,0.24549,0.30778,0.32243,0.45067,0.49469,0.37499,0.40304,0.37167,0.36015,0.37006,0.33709,0.52919,0.30045,0.23816,0.2748,0.2748,0.31877,1.1688,0.97096,0.97096,1.0778,0.8647,1.1322,1.2897,1.2714,0.97096,1.0406,1.2421,1.1139,1.7331,1.1468,1.319,1.9126,0.35541,0.36274,0.55693,0.76578,0.57525,0.88302,0.91234,0.91266,1.0442,1.1322,1.2418,1.5755,1.7367,1.9309,2.4799,2.5318,2.4008,2.1984,2.2094,1.9749,1.9995,2.0472
Congo,COG,Coal,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,COG,Gas flaring,GCP,CO2,,,,,,,,,,,0.1165,0.1429,0.13118,0.83056,1.2201,0.72914,0.69088,0.17954,0.080608,0.069616,0.10992,0.12824,0.15389,0.16122,0.16488,0.16441,0.16854,0.16854,0.16854,0.16854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,COG,Gas,GCP,CO2,,,,,,,,,,0.0072749,0.080095,0.13923,0.16033,0.0294,0.032976,0.032976,0.0147,,0.003664,0.003664,0.003664,,0.003664,0.003664,0.003664,0.0073071,0.003664,0.003664,0.003664,0.003664,,,,,,,,,,,,,,0.032976,0.03664,0.043808,0.043968,0.040304,0.047763,0.10626,0.19419,0.28213,0.40721,0.57891,0.52333,0.98195,1.1248,1.1835,1.1513,1.0422
Congo,COG,Cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,0.017145,0.023716,0.016734,0.0066117,,0.025716,0.025461,0.015708,0.031005,0.052011,0.036221,0.042194,0.048148,0.048075,0.036001,0.039033,0.020937,0.0089451,,,0.0089179,,,,,0.040792,0.04041,0.039855,0.039593,0.042473,0.031188,0.028121,0.056295,0.097305,0.17928,0.27066,0.36753,0.36753,0.36753,0.36753
Cook Islands,COK,Total fossil fuels and cement,GCP,CO2,,,,,,,,,,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.014656,0.029312,0.029312,0.025648,0.029312,0.065952,0.051296,0.051296,0.021984,0.021984,0.021984,0.021984,0.021984,0.021984,0.03664,0.03664,0.03664,0.040304,0.040304,0.040304,0.047632,0.047632,0.047632,0.047632,0.047632,0.032976,0.021984,0.029312,0.047632,0.05496,0.047632,0.047632,0.047632,0.043968,0.051296,0.058624,0.062288,0.062288,0.065952,0.062288,0.062288,0.069616,0.072706,0.07746
Cook Islands,COK,Oil,GCP,CO2,,,,,,,,,,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.014656,0.029312,0.029312,0.025648,0.029312,0.065952,0.051296,0.051296,0.021984,0.021984,0.021984,0.021984,0.021984,0.021984,0.03664,0.03664,0.03664,0.040304,0.040304,0.040304,0.047632,0.047632,0.047632,0.047632,0.047632,0.032976,0.021984,0.029312,0.047632,0.05496,0.047632,0.047632,0.047632,0.043968,0.051296,0.058624,0.062288,0.062288,0.065952,0.062288,0.062288,0.069616,0.072706,0.07746
Cook Islands,COK,Coal,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,COK,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,COK,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,COK,Cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,Total fossil fuels and cement,GCP,CO2,0.49098,0.49098,0.5496,0.6009,0.67406,0.84591,0.99247,0.87525,1.0364,1.1462,1.2487,1.527,1.7613,2.0434,1.9041,2.0358,2.0819,2.6074,2.912,2.781,2.4485,2.2362,2.0706,2.0888,1.9809,2.2425,2.5775,2.7239,2.9059,2.9333,2.912,3.2873,3.7412,3.891,5.2003,4.8019,4.6867,4.9167,5.2355,5.439,5.3945,5.6659,6.2448,6.5832,6.8416,6.7234,7.0056,7.9613,7.9911,7.7489,7.4937,7.3094,7.2589,7.6327,7.7486,7.4071,7.9237,8.2352,8.2491,8.5075
