Country name,Country,Sector,Source,Gas,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Laos,LAO,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laos,LAO,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laos,LAO,Cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030077,0.0029679,0.0029825,0.0029792,0.032578,0.032699,0.032663,0.032487,0.038516,0.038351,0.096933,0.099146,0.099007,0.098575,0.15501,0.15311,0.15165,0.38167,0.45745,0.49225,0.56626,0.57348,0.7239,0.76288,0.76318,0.76318,0.76318,0.76318
Latvia,LVA,Total fossil fuels and cement,GCP,CO2,6.7342,6.9447,7.2888,7.8169,8.3133,8.8188,9.3131,9.7383,10.012,10.4269,10.9672,11.6437,12.2564,12.7799,13.2727,13.9581,14.5001,14.9981,15.5166,15.6484,16.2685,15.9656,16.2695,16.5076,16.6607,17.9696,18.025,17.9616,18.4471,18.0438,19.5041,17.7831,14.0798,11.8186,10.2968,9.0903,9.1703,8.646,8.2807,7.696,7.0647,7.4744,7.5026,7.7226,7.7278,7.8067,8.3057,8.632,8.1928,7.4519,8.5489,7.8054,7.5152,7.382,7.1826,7.2727,7.2208,7.2228,7.8593,8.2623
Latvia,LVA,Oil,GCP,CO2,3.6024,3.7922,4.0997,4.4216,4.6895,4.9622,5.2604,5.6172,5.8741,6.2045,6.7142,7.0887,7.5934,8.0365,8.4728,8.9099,9.1485,9.4425,9.949,9.9945,10.3041,10.198,10.2833,10.2975,10.1429,10.5268,10.5887,9.6517,9.6376,9.4377,10.4621,9.2927,7.7951,7.2699,6.866,5.5975,6.0558,5.1814,5.0905,4.7387,3.8799,3.9194,3.9354,4.0581,4.1621,4.13,4.4726,4.8323,4.4712,4.0717,4.251,3.8162,3.73,3.7717,3.8909,4.0667,4.0591,4.277,4.3544,4.7686
Latvia,LVA,Coal,GCP,CO2,2.5587,2.4483,2.3553,2.409,2.4571,2.5226,2.5869,2.5549,2.4814,2.4822,2.628,2.658,2.702,2.6892,2.6522,2.7182,2.7983,2.8344,2.7688,2.7723,2.942,2.6115,2.6574,2.6432,2.6485,3.1022,3.2056,3.3248,3.3854,3.1953,2.6544,2.3189,2.05,1.892,1.4476,1.0679,0.99837,0.90732,0.67824,0.51684,0.55317,0.50391,0.41795,0.38465,0.31844,0.35788,0.37717,0.44843,0.43517,0.35827,0.45002,0.43694,0.39583,0.31452,0.2529,0.20054,0.17573,0.17471,0.20458,0.31113
Latvia,LVA,Gas flaring,GCP,CO2,,,,,,,,,,,,0.086465,0.081557,0.095528,0.10316,0.11399,0.1269,0.13657,0.14419,0.078195,0.078997,0.076865,0.076797,0.075707,0.075228,0.082472,0.072515,0.068792,0.15225,0.14741,0.000011492,0.000011069,0.000010092,0.000009652,0.000009431,0.000009185,0.000008851,0.00000826,0.000007926,0.000007556,0.000006991,0.000007253,0.000007417,0.000005528,0.000005472,0.000006182,0.000004434,0.000004552,0.000004673,0.000004416,0.000004252,0.000005402,0.000004862,0.000007992,0.000013762,0.000012941,0.000011856,0.000015681,0.000009326,0.000009326
Latvia,LVA,Gas,GCP,CO2,0.4669,0.58889,0.70816,0.85452,1.0281,1.1807,1.2979,1.3918,1.4799,1.5616,1.4367,1.6108,1.6711,1.7397,1.8144,1.9696,2.1712,2.3207,2.3916,2.5449,2.675,2.8085,2.984,3.2093,3.502,3.9528,3.8368,4.574,4.9176,4.9047,5.4932,5.455,3.9761,2.594,1.8743,2.2971,1.9766,2.4175,2.37,2.2645,2.5042,2.9056,2.9792,3.0917,3.0717,3.1519,3.2615,3.1467,3.0849,2.827,3.393,2.9753,2.7925,2.7287,2.4484,2.506,2.6072,2.2994,2.7037,2.5861
Latvia,LVA,Cement,GCP,CO2,0.10616,0.11528,0.12567,0.13173,0.13864,0.15328,0.16789,0.17429,0.17657,0.17869,0.18827,0.1998,0.2083,0.21889,0.23011,0.24641,0.2552,0.26399,0.26304,0.25848,0.2684,0.27081,0.26798,0.28177,0.29202,0.30545,0.32149,0.34237,0.35432,0.35877,0.34578,0.3197,0.14195,0.015807,0.076603,0.09432,0.10581,0.10769,0.10468,0.13867,0.088369,0.10986,0.11746,0.12885,0.13692,0.13438,0.16924,0.17149,0.1677,0.17806,0.43057,0.55696,0.57509,0.5405,0.55863,0.47031,0.34634,0.43708,0.55145,0.55145
Lebanon,LBN,Total fossil fuels and cement,GCP,CO2,2.576,2.6785,2.8508,3.0228,3.2611,3.312,3.6229,3.5646,3.6933,4.3441,3.9407,5.3006,5.6534,7.0667,7.0879,6.2651,5.924,5.3855,5.4959,5.7852,5.8898,5.8443,5.7195,6.9422,6.7132,7.765,7.4785,7.6704,7.3457,7.7208,7.8679,8.1149,9.727,10.355,11.1108,12.2546,12.7527,15.0994,16.2862,16.4289,15.4663,16.4063,16.2445,18.5276,17.2081,16.6541,14.7924,13.7499,17.4191,20.9579,19.9972,20.2641,22.3316,22.1634,23.7808,25.7698,26.5024,27.9353,27.5654,28.2021
Lebanon,LBN,Oil,GCP,CO2,2.1428,2.2424,2.4182,2.5575,2.7956,2.8066,3.0704,3.0594,3.2349,3.7006,3.2689,4.5763,4.8663,6.3021,6.3314,5.5766,5.2578,4.8768,5.005,5.0783,5.4191,5.1406,5.2542,6.5659,6.423,7.5515,7.3024,7.5112,7.2034,7.5955,7.7604,8.0242,9.6033,9.8855,10.6738,11.3034,11.406,13.6777,14.4508,14.59,13.3333,14.2163,14.0661,15.7227,14.0917,13.3992,12.2785,10.981,14.5937,17.8185,16.3781,17.0596,19.3166,19.1224,20.7529,22.7131,23.5229,24.9555,24.5856,25.2222
Lebanon,LBN,Coal,GCP,CO2,0.011008,0.003664,0.007328,0.021984,0.029312,0.025648,0.010992,0.003664,0.011003,0.025648,0.010982,0.010992,0.018308,0.03664,0.025648,0.025648,0.014656,0.014656,0.014656,0.014656,0.014656,0.014656,0.007328,,,,,,,,,,,0.27846,0.28205,0.47632,0.56426,0.57525,0.50197,0.50563,0.50197,0.50197,0.50197,0.50186,0.50197,0.50197,0.50184,0.50197,0.50197,0.50188,0.56426,0.62654,0.62654,0.50197,0.62654,0.62654,0.62654,0.62654,0.62654,0.62654
Lebanon,LBN,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095247,0.48365,,,,,,,,,
Lebanon,LBN,Cement,GCP,CO2,0.42218,0.43248,0.42521,0.44338,0.43611,0.47973,0.54151,0.50153,0.44746,0.61783,0.66083,0.71331,0.76871,0.72802,0.73083,0.66286,0.65154,0.49408,0.47622,0.69227,0.45607,0.68904,0.45795,0.37634,0.29022,0.21345,0.17612,0.15919,0.14225,0.12532,0.10751,0.090717,0.12361,0.19106,0.15502,0.47481,0.78237,0.84645,1.3334,1.3332,1.631,1.688,1.6765,2.3031,2.6144,2.7528,2.012,2.2669,2.3234,2.5423,2.5712,2.578,2.3885,2.539,2.4013,2.4301,2.3529,2.3533,2.3533,2.3533
Lesotho,LSO,Total fossil fuels and cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4729,1.5279,1.5865,1.6341,1.6744,1.7074,1.7367,1.7697,1.8027,1.8247,1.8503,1.876,1.9053,1.9309,1.9822,2.0115,2.0372,2.0738,2.1251,2.2167,2.2753,2.3266,2.3963,2.4219,2.4292,2.3266,2.3596,2.5282,2.4256,2.2232
Lesotho,LSO,Oil,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33058,0.33342,0.34075,0.34808,0.34808,0.35541,0.35832,0.36564,0.37006,0.37373,0.38106,0.38472,0.38913,0.38838,0.41037,0.41403,0.41037,0.42136,0.44334,0.50563,0.52395,0.5496,0.59357,0.59267,0.57438,0.61922,0.64954,0.82074,0.83395,0.83944
Lesotho,LSO,Coal,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1423,1.1945,1.2458,1.2861,1.3264,1.352,1.3784,1.4041,1.4326,1.4509,1.4693,1.4912,1.5161,1.5425,1.5719,1.5975,1.6268,1.6525,1.6818,1.7111,1.7514,1.777,1.8027,1.8292,1.8549,1.7074,1.7101,1.7074,1.5916,1.3838
Lesotho,LSO,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,Total fossil fuels and cement,GCP,CO2,0.16488,0.16122,0.25282,0.35541,0.48365,0.55693,0.61189,0.61189,0.88282,1.2711,1.4506,1.5239,1.5055,1.4799,1.7217,1.4836,1.4756,1.4714,1.5032,1.9419,2.0376,1.9349,0.59741,0.70652,0.69543,0.71608,0.72288,0.75846,0.80918,0.65959,0.46814,0.37006,0.38773,0.42436,0.42136,0.42436,0.43467,0.45366,0.48297,0.39067,0.42177,0.44801,0.43468,0.46681,0.54511,0.65551,0.6725,0.6277,0.53507,0.47532,0.76115,0.85167,0.96379,0.87683,1.1912,1.205,1.3581,1.2152,1.2745,1.3217
Liberia,LBR,Oil,GCP,CO2,0.16488,0.16122,0.25282,0.35541,0.48365,0.55693,0.61189,0.61189,0.85738,1.2348,1.407,1.4803,1.4619,1.4363,1.6781,1.44,1.4253,1.4216,1.44,1.876,1.9896,1.8943,0.56059,0.66685,0.65952,0.67418,0.6815,0.71448,0.76578,0.62288,0.44701,0.37006,0.38472,0.42136,0.42136,0.42136,0.42869,0.45067,0.47998,0.38472,0.39205,0.42136,0.41403,0.458,0.4983,0.59723,0.61189,0.56792,0.4983,0.44701,0.7328,0.82074,0.916,0.80242,1.0772,1.0882,1.2641,1.1212,1.1804,1.2277
Liberia,LBR,Coal,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,Cement,GCP,CO2,,,,,,,,,0.02544,0.036343,0.043611,0.043611,0.043611,0.043611,0.043611,0.043611,0.050305,0.04973,0.0632,0.065931,0.048006,0.040655,0.036816,0.03967,0.035912,0.041908,0.041375,0.043982,0.043408,0.036714,0.021129,,0.0030093,0.0030047,,0.0029955,0.0059819,0.0029864,0.0029818,0.0059544,0.029726,0.026648,0.020643,0.0088118,0.046808,0.058274,0.060616,0.059782,0.036765,0.028315,0.028353,0.030933,0.047792,0.07441,0.11396,0.11681,0.094019,0.094019,0.094019,0.094019
Libya,LBY,Total fossil fuels and cement,GCP,CO2,0.6925,1.1945,1.0479,1.4619,0.66318,1.0149,2.6271,18.4922,30.1144,35.5222,32.3051,21.6283,15.22,14.5751,9.3376,11.5684,17.8879,20.0517,21.1554,25.9264,26.7806,28.668,30.5651,30.146,28.2762,31.0022,33.8955,32.3483,36.1604,37.0685,36.513,42.6192,37.025,38.709,43.753,45.6911,43.7968,44.7065,45.1589,44.3033,46.793,47.7738,47.4722,48.781,49.9558,51.6963,52.6663,49.3397,55.3415,57.1956,61.1217,39.2646,52.4087,55.3391,58.3613,50.8444,42.8392,43.7294,45.206,46.4278
Libya,LBY,Oil,GCP,CO2,0.60456,1.0922,1.0332,1.4364,0.6595,0.99661,2.6271,2.4444,2.9638,6.4413,2.8469,2.6344,3.195,4.1963,4.7302,5.4667,9.1545,10.8198,9.9441,13.0676,14.1961,19.3752,21.7788,20.4561,17.5835,20.2986,17.6055,19.0198,21.7041,20.9068,18.9044,25.2831,22.9293,25.5332,29.6051,31.8779,29.0995,29.9214,31.0902,32.5986,33.4303,33.8737,33.1189,34.2437,33.9286,34.2523,32.8001,29.622,33.0698,37.1846,38.5247,25.2523,33.39,35.0425,35.9159,31.9721,25.4831,26.1683,27.6585,28.8442
Libya,LBY,Coal,GCP,CO2,0.087936,0.10228,0.014707,0.025584,0.0036844,0.01832,,0.0036647,0.010991,0.003664,,0.003664,0.003664,,,,,,,,0.0036635,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.0036644,0.010992,0.014655,0.014655,0.014656,0.010993,0.014656,0.014655,0.014656,0.014655,,,,,,,,,0.003664,,,,,,,,,,,,,
Libya,LBY,Gas flaring,GCP,CO2,,,,,,,,16.0442,27.1396,29.0445,29.4109,18.9539,11.9923,10.3387,4.3675,5.7964,8.0001,8.1707,8.189,9.0122,8.7704,4.4591,5.5766,3.7116,2.4146,1.5389,6.5402,4.2319,4.9616,4.3272,7.2137,7.0782,3.9241,3.3272,3.4039,3.4256,3.4808,3.5575,2.6635,2.5648,2.6527,2.6161,2.5978,2.5758,1.7294,4.9717,5.7305,5.5953,7.5777,6.2732,6.7011,2.5062,7.5442,6.2471,8.6282,8.5408,6.1555,7.4819,7.4819,7.4819
Libya,LBY,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,1.4949,2.3373,2.319,3.3562,1.3887,3.73,5.6169,6.2984,8.8486,7.9399,8.3438,10.6916,9.2727,9.2728,9.215,8.897,9.1783,9.064,9.7572,10.1888,10.1888,7.9252,9.4971,10.076,10.4314,10.5633,12.8643,11.0389,12.0509,12.1068,12.5757,11.2345,13.1969,10.1676,10.7099,13.271,11.1049,8.3942,9.5337,8.4125,8.3989,8.435
Libya,LBY,Cement,GCP,CO2,,,,,,,,,,0.032709,0.047246,0.036343,0.029074,0.039987,0.23986,0.30528,0.73317,1.2077,1.5273,1.5093,1.4914,1.4738,1.8174,2.2447,2.6575,2.8627,0.89751,1.153,1.1473,1.132,1.1077,0.97038,0.9419,0.94056,1.5511,1.3089,1.4446,1.0242,1.2165,1.2147,1.2128,1.208,1.3241,1.3981,1.4335,1.4334,2.0811,2.0157,2.1183,2.5032,2.699,1.3386,0.76466,0.77844,2.7123,1.9374,1.6668,1.6667,1.6667,1.6667
Liechtenstein,LIE,Total fossil fuels and cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19897,0.20633,0.20695,0.21503,0.20111,0.2042,0.20596,0.21837,0.22923,0.22656,0.21685,0.21466,0.22001,0.22935,0.22938,0.22897,0.2311,0.20077,0.21951,0.20535,0.19081,0.17678,0.18531,0.19254,0.16124,0.15971,0.14988,0.15628,0.14375,0.1458
Liechtenstein,LIE,Oil,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17328,0.17519,0.17207,0.1774,0.16292,0.16247,0.15826,0.17211,0.17825,0.17175,0.16287,0.15496,0.15884,0.16391,0.16027,0.15685,0.15765,0.1301,0.14667,0.14783,0.13024,0.12321,0.13081,0.13472,0.11318,0.10841,0.098906,0.1028,0.09409,0.095364
Liechtenstein,LIE,Coal,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00009638,0.00009117,0.0001094,0.000098985,0.000070331,0.000067727,0.000049493,0.000052097,0.000054702,0.000028654,0.000062517,0.000033863,0.000031258,0.000033863,0.000026049,0.000023444,0.000015629,0.000013024,0.000010419,5.21E-06,5.21E-06,5.21E-06,,,,,,,,
Liechtenstein,LIE,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15E-07,1.35E-07,1.51E-07,1.64E-07,1.74E-07,1.89E-07,2.07E-07,2.15E-07,2.34E-07,2.50E-07,2.60E-07,2.79E-07,2.94E-07,3.11E-07,3.27E-07,3.41E-07,3.53E-07,3.56E-07,3.66E-07,3.47E-07,3.55E-07,3.49E-07,3.55E-07,3.63E-07,3.52E-07,3.61E-07,3.63E-07,3.71E-07,3.68E-07,3.68E-07
Liechtenstein,LIE,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025588,0.031042,0.034773,0.037529,0.038123,0.041666,0.047648,0.046212,0.050928,0.054785,0.053925,0.059671,0.061136,0.065397,0.069088,0.072096,0.073436,0.070655,0.072827,0.057518,0.060561,0.053565,0.0545,0.057814,0.048059,0.051305,0.050975,0.053481,0.049659,0.050438
Liechtenstein,LIE,Cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Total fossil fuels and cement,GCP,CO2,12.5815,12.976,13.6197,14.6055,15.5326,16.4783,17.4031,18.1972,18.7079,19.482,20.4915,21.7744,22.9396,23.9401,24.8847,26.1931,27.2308,28.1871,29.1725,29.4354,30.6223,30.0765,30.6587,31.1376,31.455,33.9365,34.0844,34.0198,34.9605,34.2341,35.7718,37.8516,21.2006,16.348,15.7883,15.0845,15.7576,15.1822,16.0397,13.477,11.8739,12.6214,12.69,12.6799,13.2723,14.0911,14.408,15.7978,15.1792,13.0228,13.9267,14.2711,14.3308,13.3403,13.0875,13.2971,13.3275,13.5458,13.6695,13.4834
Lithuania,LTU,Oil,GCP,CO2,7.9031,8.1998,8.7319,9.3525,9.8603,10.3794,10.9531,11.612,12.0628,12.6882,13.7403,14.3407,15.3224,16.1323,16.9221,17.7474,18.204,18.7531,19.6751,19.8364,20.492,20.1197,20.2984,20.2944,19.9778,20.8734,21.0481,19.2413,19.1281,18.6729,19.8276,21.321,12.1179,10.9223,10.0689,9.054,9.4407,9.3409,10.7353,8.3845,6.4885,7.149,6.928,6.3742,6.8569,7.212,7.1513,7.5337,7.8036,6.8726,6.8287,6.5043,6.7416,6.5371,6.7918,7.1112,7.6551,7.7391,8.0582,8.0468
Lithuania,LTU,Coal,GCP,CO2,3.2058,3.0233,2.8649,2.91,2.9505,3.0134,3.0761,3.0162,2.91,2.8989,3.0713,3.0708,3.1137,3.0829,3.0251,3.092,3.1799,3.2147,3.127,3.1423,3.3414,2.9424,2.9957,2.975,2.9792,3.5129,3.639,3.7853,3.8372,3.6104,3.1871,3.5551,1.662,1.4624,1.213,0.98153,0.88809,0.73127,0.66272,0.54767,0.38158,0.34372,0.54751,0.71354,0.68753,0.7631,1.0302,1.0249,0.86736,0.68895,0.84285,0.97286,0.95042,1.0915,0.92119,0.73589,0.74881,0.80104,0.85889,0.82799
Lithuania,LTU,Gas flaring,GCP,CO2,,,,,,,,,,,,0.31494,0.29631,0.34526,0.37097,0.40882,0.45466,0.48836,0.51342,0.27943,0.28287,0.27304,0.27294,0.26864,0.26678,0.29444,0.25953,0.24692,0.54409,0.52515,0.023885,0.028218,0.033518,0.048036,0.043273,0.056943,0.08566,0.10937,0.12092,0.085439,0.1102,0.12332,0.11462,0.095923,0.11855,0.11305,0.10563,0.082772,0.14077,0.22778,0.25794,0.24425,0.23287,0.26539,0.25121,0.20719,0.25077,0.22422,0.2536,0.2536
Lithuania,LTU,Gas,GCP,CO2,1.0234,1.2723,1.507,1.8059,2.1598,2.4676,2.7002,2.8748,3.0365,3.1908,2.9376,3.2559,3.3691,3.4893,3.6207,3.9198,4.3166,4.6051,4.7255,5.0466,5.3154,5.5361,5.8851,6.3195,6.8918,7.8312,7.6202,9.1107,9.7518,9.6958,10.5831,10.9167,6.29,3.4139,3.9788,4.5656,4.9265,4.5478,4.0007,4.0316,4.5301,4.6421,4.7385,5.127,5.1775,5.5524,5.5172,6.5515,5.8362,4.9211,5.6634,6.16,5.9369,4.9134,4.6338,4.6472,4.1468,4.2771,3.9479,3.8041
Lithuania,LTU,Cement,GCP,CO2,0.44922,0.48068,0.51598,0.53714,0.56192,0.61792,0.67366,0.69425,0.69863,0.70407,0.74236,0.79216,0.83807,0.89039,0.94579,1.0251,1.0756,1.1257,1.1315,1.1306,1.1905,1.2052,1.2066,1.2801,1.3394,1.4247,1.5176,1.6357,1.6992,1.7298,1.6681,1.55,0.75495,0.3639,0.3816,0.30797,0.31755,0.36607,0.4117,0.34581,0.29254,0.28339,0.2905,0.29246,0.35102,0.38331,0.51528,0.52405,0.45382,0.28402,0.28904,0.31984,0.39519,0.46079,0.40083,0.51831,0.4524,0.45035,0.51133,0.51133
Luxembourg,LUX,Total fossil fuels and cement,GCP,CO2,11.5078,11.581,11.5407,11.4382,12.2956,12.1929,11.6104,11.3503,12.259,13.1822,13.7354,13.1947,13.4948,14.1782,14.4279,11.8685,11.8666,10.9594,11.8874,12.1698,11.0821,9.496,8.9351,8.3762,9.0167,9.2485,9.1276,8.8351,9.1267,9.8758,11.8476,12.4658,12.2322,12.3728,11.5639,9.1703,9.2199,8.5731,7.6951,8.148,8.7316,9.2264,10.003,10.476,11.8443,12.1054,11.9363,11.3336,11.1952,10.6478,11.2193,11.1146,10.8514,10.3039,9.8252,9.3332,9.0803,9.2504,9.5685,9.7849
Luxembourg,LUX,Oil,GCP,CO2,0.64853,0.7731,1.1981,1.7257,2.0769,2.4769,2.8314,3.1364,3.4578,3.8142,4.0817,4.2026,4.3931,4.8902,4.3199,3.8692,4.1623,4.1367,4.177,3.7776,2.9752,2.8715,2.8506,2.7297,2.6711,2.8909,3.162,3.5996,3.6735,4.078,3.8858,4.7831,4.9633,4.9604,4.9696,4.6026,4.7855,5.0128,5.257,5.6052,6.0697,6.4588,6.5605,7.0799,8.0835,8.3913,8.0063,7.6958,7.7766,7.2085,7.5879,7.8585,7.6273,7.5008,7.1024,6.8145,6.6735,6.8653,7.2361,7.364
Luxembourg,LUX,Coal,GCP,CO2,10.7538,10.6952,10.2299,9.6107,10.117,9.607,8.6626,8.1158,8.6957,9.2479,9.4861,8.7936,8.669,8.5862,9.226,7.0092,6.6208,5.6902,6.467,7.0972,6.9103,5.633,5.2065,4.7852,5.4447,5.43,4.9537,4.0248,4.1533,4.3528,6.3023,6.0152,5.5395,5.7357,4.8439,2.7045,2.4597,1.5413,0.42032,0.44378,0.47081,0.47138,0.37087,0.34573,0.38545,0.37721,0.46951,0.40765,0.35564,0.33936,0.33227,0.31488,0.28558,0.27429,0.28843,0.28821,0.29981,0.28228,0.26866,0.35626
Luxembourg,LUX,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000025431,0.000026382,0.000027529,0.000028577,0.000028774,0.000032808,0.000035891,0.000036706,0.000036993,0.000038299,0.000039324,0.000043704,0.0000626,0.000063439,0.000070403,0.000069343,0.000072775,0.000068085,0.000065106,0.00006582,0.000070783,0.000061359,0.000062768,0.000053444,0.000050467,0.000045383,0.000041705,0.000041079,0.000040631,0.000040631
Luxembourg,LUX,Gas,GCP,CO2,,,,,,,0.010989,0.007328,0.010989,0.01832,0.047632,0.062288,0.26747,0.50184,0.67051,0.7841,0.89768,0.94531,1.0406,1.0809,0.97096,0.7435,0.62288,0.59357,0.63754,0.6925,0.6925,0.78443,0.81307,0.92699,1.0358,1.0743,1.1215,1.1606,1.1735,1.3428,1.4615,1.4914,1.4953,1.5464,1.6092,1.7805,2.5401,2.5757,2.8593,2.8288,2.958,2.7308,2.5938,2.6584,2.8417,2.4639,2.4996,2.1133,2.0044,1.8285,1.6798,1.6576,1.6184,1.6193
Luxembourg,LUX,Cement,GCP,CO2,0.10539,0.11266,0.11266,0.10176,0.10173,0.10903,0.10536,0.090857,0.094463,0.10176,0.11993,0.13622,0.1652,0.2,0.21161,0.20594,0.18578,0.18723,0.20287,0.21413,0.22568,0.248,0.25512,0.26773,0.26345,0.23507,0.31938,0.4263,0.48683,0.51797,0.56988,0.5441,0.54988,0.45679,0.51472,0.45876,0.45238,0.46709,0.46898,0.49176,0.51928,0.45271,0.46822,0.41112,0.45151,0.44321,0.43874,0.43334,0.40386,0.37806,0.39149,0.41112,0.37486,0.36543,0.35955,0.32947,0.35481,0.37253,0.37168,0.37168
Madagascar,MDG,Total fossil fuels and cement,GCP,CO2,0.39938,0.35541,0.39565,0.46149,0.48347,0.55678,0.5787,0.84248,0.91207,0.84975,0.97066,1.0256,1.2858,1.0733,1.1869,1.6925,0.99223,0.8456,1.0172,1.1302,1.6139,1.0245,1.0133,0.65039,0.86637,1.053,1.1371,1.2824,1.2858,0.9258,0.92916,1.0097,0.98038,1.006,1.2461,1.2864,1.3406,1.6234,1.7107,1.8169,1.8675,1.7355,1.2319,1.6805,1.7894,1.7254,1.6662,1.7834,1.8686,1.7539,1.9383,2.3769,2.7399,3.1445,3.1022,3.5199,3.3586,3.8863,4.1878,4.0148
Madagascar,MDG,Oil,GCP,CO2,0.35174,0.3409,0.37373,0.39938,0.42827,0.4983,0.51296,0.76944,0.8244,0.76211,0.87936,0.92734,1.1981,1.0042,1.1212,1.6122,0.901,0.77677,0.95264,1.0259,1.5203,0.93432,0.923,0.56007,0.83173,1.0259,1.0736,1.2276,1.213,0.86812,0.87203,0.95264,0.92333,0.94531,1.1981,1.2458,1.2969,1.5755,1.6598,1.777,1.8209,1.689,1.1945,1.5755,1.6964,1.6232,1.5682,1.6522,1.7734,1.6635,1.7697,1.8943,1.9555,1.9273,1.9896,2.3743,2.2387,2.334,2.4101,2.4805
Madagascar,MDG,Coal,GCP,CO2,0.047632,0.014506,0.014656,0.040304,0.033228,0.040304,0.040304,0.043968,0.05496,0.051296,0.05496,0.062066,0.05496,0.032864,0.03664,0.051296,0.055164,0.043968,0.032976,0.069616,0.066102,0.07328,0.073546,0.073694,0.01832,0.010992,0.047632,0.032882,0.051151,0.033106,0.032976,0.032976,0.032976,0.03664,0.032976,0.025648,0.025718,0.032976,0.032976,0.021984,0.025698,0.025702,0.025648,0.025648,0.025648,0.043968,0.040304,0.025701,0.032976,0.03664,0.10626,0.4067,0.69709,1.1285,1.0186,1.0516,1.0259,1.4583,1.6837,1.4403
Madagascar,MDG,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Cement,GCP,CO2,,,0.0072686,0.021806,0.021972,0.018171,0.02544,0.029074,0.032709,0.036343,0.036343,0.036214,0.032709,0.036219,0.029074,0.029074,0.036065,0.024865,0.0316,0.034701,0.027494,0.01694,0.016795,0.016623,0.016324,0.016119,0.015913,0.021929,0.021642,0.024573,0.024147,0.024111,0.024074,0.024038,0.015001,0.014978,0.017995,0.014932,0.017891,0.017863,0.020849,0.02077,0.011796,0.079306,0.067286,0.058274,0.057729,0.10554,0.062217,0.053799,0.062376,0.075926,0.087265,0.08872,0.094019,0.094019,0.094019,0.094019,0.094019,0.094019
